user_id,name,email,course_id,course_title,steps_completed,steps_total,course_completed,course_completed_on,course_started_on,course_total_time_on,course_last_step_id,course_last_step_type,course_last_step_title,last_login_date
74,74,74,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
74,74,74,11236,Life as the Next Frontier in Physics: Sara Walker,20,45,NO,,3/15/2019,13d 3h 2m 48s,14622,Lesson,2.3 Cellular Automata Challenge,8/5/2019
74,74,74,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/27/2019,2/27/2019,10m 42s,13826,Lesson,1.4 Thoughts on Life,8/5/2019
74,74,74,3722,Resources,0,3,NO,,,,,,,8/5/2019
74,74,74,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
74,74,74,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
160,160,160,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,7,66,NO,,8/2/2019,5d 6h 46m 49s,18959,Lesson,1.7 Implications for Time,8/7/2019
160,160,160,19780,Resources '19,0,4,NO,,7/14/2019,,19798,Lesson,2019 Program Orientation Live Session,8/7/2019
125,125,125,1613,A Beautiful Universe: Cumrun Vafa,20,60,NO,,4/23/2019,65d 17h 16m 51s,2467,Lesson,3.9 Questions on A Beautiful Universe,7/30/2019
125,125,125,15362,A Galactic Mystery: Justin Khoury,5,28,NO,,5/24/2019,12d 22h 56m 5s,18097,Lesson,3.1 Going Deeper,7/30/2019
125,125,125,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,7/30/2019,,18855,Lesson,3.3 End of Course Survey,7/30/2019
125,125,125,2301,Beyond the Cloud of Everyday Experience: Brian Greene,18,67,NO,,4/23/2019,69d 19h 53m 28s,3684,Lesson,3.20 Questions about Quantum Mechanics or String Theory?,7/30/2019
125,125,125,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/30/2019
125,125,125,11236,Life as the Next Frontier in Physics: Sara Walker,12,45,NO,,6/6/2019,26d 37m 19s,14219,Lesson,3.3 Other Signatures?,7/30/2019
125,125,125,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,1,5,NO,,6/6/2019,,12093,Lesson,1.1 The Challenge,7/30/2019
125,125,125,3722,Resources,0,3,NO,,,,,,,7/30/2019
125,125,125,19780,Resources '19,0,4,NO,,,,,,,7/30/2019
125,125,125,18395,The Universe's Hierarchy: George F.R. Ellis,1,32,NO,,6/6/2019,27s,18406,Lesson,1.3 The Beginning of the Universe,7/30/2019
119,119,119,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,7/29/2019
119,119,119,15362,A Galactic Mystery: Justin Khoury,8,28,NO,,6/4/2019,50m 26s,18097,Lesson,3.1 Going Deeper,7/29/2019
119,119,119,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/29/2019
119,119,119,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,7/29/2019
119,119,119,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,14,66,NO,,7/12/2019,3d 1h 32m 38s,19025,Lesson,3.20 Questions about Quantum Mechanics or String Theory?,7/29/2019
119,119,119,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/29/2019
119,119,119,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/29/2019
119,119,119,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/29/2019
119,119,119,3722,Resources,0,3,NO,,7/1/2019,,3902,Lesson,World Science Scholars Program Orientation,7/29/2019
119,119,119,19780,Resources '19,0,4,NO,,7/1/2019,,19786,Lesson,2019 Program Orientation Live Session,7/29/2019
119,119,119,19118,The Early Universe: Matias Zaldarriaga,14,27,NO,,7/29/2019,18m 29s,19166,Lesson,3.1 Going Deeper,7/29/2019
119,119,119,16503,The Test Course,0,21,NO,,,,,,,7/29/2019
119,119,119,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/29/2019
77,77,77,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,8/5/2019
77,77,77,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/5/2019
77,77,77,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
77,77,77,2301,Beyond the Cloud of Everyday Experience: Brian Greene,1,67,NO,,10/4/2018,8d 6h 23m 24s,5434,Quiz,Essentials of Special Relativity Copy,8/5/2019
77,77,77,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,8/5/2019
77,77,77,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
77,77,77,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,6/29/2019,,12107,Lesson,3.1 Module Overview,8/5/2019
77,77,77,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,8/5/2019
77,77,77,3722,Resources,0,3,NO,,,,,,,8/5/2019
77,77,77,19780,Resources '19,0,4,NO,,,,,,,8/5/2019
77,77,77,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
77,77,77,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
110,110,110,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,4/2/2019
110,110,110,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,4/2/2019
110,110,110,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/2/2019
110,110,110,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,3/9/2019,,14247,Lesson,1.15 Live Session,4/2/2019
110,110,110,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,4/2/2019
75,75,75,1613,A Beautiful Universe: Cumrun Vafa,60,60,YES,5/27/2019,2/13/2019,103d 3h 24m 38s,14083,Lesson,Live Session: Cumrun Vafa,8/13/2019
75,75,75,15362,A Galactic Mystery: Justin Khoury,28,28,YES,5/27/2019,5/26/2019,1d 2h 3m 3s,18105,Lesson,3.2 Live Session: Justin Khoury,8/13/2019
75,75,75,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/13/2019
75,75,75,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,2/13/2019,10/24/2018,112d 5h 7m 43s,4714,Lesson,3.18 String Theory,8/13/2019
75,75,75,15609,Einstein's Astrophysical Messengers: Gabriela González,1,31,NO,,7/23/2019,53s,15614,Lesson,1.1 Module Overview,8/13/2019
75,75,75,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/29/2019,3/21/2019,38d 13h 12m 48s,15850,Lesson,What Is Life? Project,8/13/2019
75,75,75,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,3,5,NO,,2/11/2019,28m 13s,14171,Lesson,1.3 Sara Walker QA,8/13/2019
75,75,75,3722,Resources,0,3,NO,,9/28/2018,,3902,Lesson,World Science Scholars Program Orientation,8/13/2019
75,75,75,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/13/2019
75,75,75,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/13/2019
162,162,162,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,2,66,NO,,7/16/2019,32m 45s,2739,Quiz,1.6 Essentials of Special Relativity,7/11/2019
162,162,162,19780,Resources '19,0,4,NO,,,,,,,7/11/2019
161,161,161,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,15,66,NO,,7/17/2019,14d 18h 30m 37s,19016,Lesson,3.12 Quantum Wavelength/Position Uncertainty,7/31/2019
161,161,161,19780,Resources '19,0,4,NO,,7/3/2019,,19798,Lesson,2019 Program Orientation Live Session,7/31/2019
